location,location2,Reference,SpeciesA_db,SpeciesA_query,SpeciesA_Family,SpeciesA_Class,SpeciesA_Order,SpeciesA_Kingdom,SpeciesB_db,SpeciesB_query,SpeciesB_Family,SpeciesB_Class,SpeciesB_Order,SpeciesB_Kingdom,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Pycnonotus finlaysoni,Pycnonotidae,Aves,Passeriformes,Metazoa,ncbi,Saurauia roxburghii,Actinidiaceae,NA,Ericales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Pycnonotus finlaysoni,Pycnonotidae,Aves,Passeriformes,Metazoa,ncbi,Symplocus cochinensis,Symplocaceae,NA,Ericales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Pycnonotus flaviventris,Pycnonotidae,Aves,Passeriformes,Metazoa,ncbi,Bridelia insulana,Phyllanthaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Pycnonotus flaviventris,Pycnonotidae,Aves,Passeriformes,Metazoa,ncbi,Litsea monopetala,Lauraceae,NA,Laurales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Pycnonotus flaviventris,Pycnonotidae,Aves,Passeriformes,Metazoa,ncbi,Schefflera heptaphylla,Araliaceae,NA,Apiales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Pycnonotus flaviventris,Pycnonotidae,Aves,Passeriformes,Metazoa,ncbi,Slonea sigun,NA,NA,NA,NA,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Pycnonotus flaviventris,Pycnonotidae,Aves,Passeriformes,Metazoa,ncbi,Symplococos cochinchinensis,NA,NA,NA,NA,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Serilophus lunatus,Eurylaimidae,Aves,Passeriformes,Metazoa,ncbi,Aidia densiflora,Rubiaceae,NA,Gentianales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Serilophus lunatus,Eurylaimidae,Aves,Passeriformes,Metazoa,ncbi,Eurya nitida,Pentaphylacaceae,NA,Ericales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Serilophus lunatus,Eurylaimidae,Aves,Passeriformes,Metazoa,ncbi,Gironniera nervosa,Cannabaceae,NA,Rosales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Serilophus lunatus,Eurylaimidae,Aves,Passeriformes,Metazoa,ncbi,Ilex chevalieri,Aquifoliaceae,NA,Aquifoliales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Treron curvirostra,Columbidae,Aves,Columbiformes,Metazoa,ncbi,Eurya nitida,Pentaphylacaceae,NA,Ericales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Treron curvirostra,Columbidae,Aves,Columbiformes,Metazoa,ncbi,Ficus nervosa,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Treron curvirostra,Columbidae,Aves,Columbiformes,Metazoa,ncbi,Gironniera nervosa,Cannabaceae,NA,Rosales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,vernal hanging parrot,Psittacidae,Aves,Psittaciformes,Metazoa,ncbi,Ilex chevalieri,Aquifoliaceae,NA,Aquifoliales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Zosterops everetti,Zosteropidae,Aves,Passeriformes,Metazoa,ncbi,Gironniera nervosa,Cannabaceae,NA,Rosales,Viridiplantae,,,,,,
"Mo Singto, Thailand",,"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212.",ncbi,Zosterops everetti,Zosteropidae,Aves,Passeriformes,Metazoa,ncbi,Ilex chevalieri,Aquifoliaceae,NA,Aquifoliales,Viridiplantae,,,,,,
Nongang,,sb 1,ncbi,Macaca assamensis,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Guihaia argyrata,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
Western Ghats,India,"Mudappa, D., Kumar, A., & Chellam, R. (2010). Diet and fruit choice of the brown palm civet Paradoxurus jerdoni, a viverrid endemic to the Western Ghats rainforest, India. Tropical Conservation Science, 3(3), 282-300.",ncbi,Paradoxurus jerdoni,Viverridae,Mammalia,Carnivora,Metazoa,ncbi,Bentinckia codapanna,NA,NA,NA,NA,,,,,,
Western Ghats,India,"Mudappa, D., Kumar, A., & Chellam, R. (2010). Diet and fruit choice of the brown palm civet Paradoxurus jerdoni, a viverrid endemic to the Western Ghats rainforest, India. Tropical Conservation Science, 3(3), 282-300.",ncbi,Paradoxurus jerdoni,Viverridae,Mammalia,Carnivora,Metazoa,ncbi,Calamus,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
Western Ghats,India,"Mudappa, D., Kumar, A., & Chellam, R. (2010). Diet and fruit choice of the brown palm civet Paradoxurus jerdoni, a viverrid endemic to the Western Ghats rainforest, India. Tropical Conservation Science, 3(3), 282-300.",ncbi,Paradoxurus jerdoni,Viverridae,Mammalia,Carnivora,Metazoa,ncbi,Caryota urens,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
Western Ghats,India,"Mudappa, D., Kumar, A., & Chellam, R. (2010). Diet and fruit choice of the brown palm civet Paradoxurus jerdoni, a viverrid endemic to the Western Ghats rainforest, India. Tropical Conservation Science, 3(3), 282-300.",ncbi,Paradoxurus jerdoni,Viverridae,Mammalia,Carnivora,Metazoa,ncbi,Pinanga dicksoni,NA,NA,NA,NA,,,,,,
Western Ghats,India,"Kumara, H. N., & Singh, M. (2004). The influence of differing hunting practices on the relative abundance of mammals in two rainforest areas of the Western Ghats, India. Oryx, 38(3), 321-327.",ncbi,Canis aureus,Canidae,Mammalia,Carnivora,Metazoa,ncbi,Phoenix farinifera,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
Western Ghats,India,"Kumara, H. N., & Singh, M. (2004). The influence of differing hunting practices on the relative abundance of mammals in two rainforest areas of the Western Ghats, India. Oryx, 38(3), 321-327.",ncbi,Canis aureus,Canidae,Mammalia,Carnivora,Metazoa,ncbi,Phoenix sylvestris,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
Western Ghats,India,"Kumara, H. N., & Singh, M. (2004). The influence of differing hunting practices on the relative abundance of mammals in two rainforest areas of the Western Ghats, India. Oryx, 38(3), 321-327.",ncbi,Pycnonotidae,Pycnonotidae,Aves,Passeriformes,Metazoa,ncbi,Phoenix sylvestris,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
Western Ghats,India,"Kumara, H. N., & Singh, M. (2004). The influence of differing hunting practices on the relative abundance of mammals in two rainforest areas of the Western Ghats, India. Oryx, 38(3), 321-327.",ncbi,Viverricula indica,Viverridae,Mammalia,Carnivora,Metazoa,ncbi,Phoenix sylvestris,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
"Venancio Aires, South Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-100",ncbi,Thraupis sayaca,Thraupidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Venancio Aires, South Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-101",ncbi,Catharus minima,Turdidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Venancio Aires, South Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-101",ncbi,Catharus ustulatus,Turdidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Venancio Aires, South Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-101",ncbi,Dumetella carolinensis,Mimidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Venancio Aires, South Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-101",ncbi,Saltator similis,Thraupidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Venancio Aires, South Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-91",ncbi,Turdus amaurochalinus,Turdidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Venancio Aires, South Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-92",ncbi,Turdus albicollis,Turdidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Belo Horizonte, Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-93",ncbi,Turdus leucomelas,Turdidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Belo Horizonte, Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-94",ncbi,Turdus rufiventris,Turdidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Venancio Aires, South Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-95",ncbi,Elaenia flavogaster,Tyrannidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Ven_ncio Aires, South Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-96",ncbi,Elaenia obscura,Tyrannidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Ven_ncio Aires, South Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-97",ncbi,Pitangus sulphuratus,Tyrannidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Ven_ncio Aires, South Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-98",ncbi,Schiffornis virescens,Pipridae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Ven_ncio Aires, South Brasil",,"Scheibler, Melo-Junior. 2003. Frugivory by birds on two exotic Ligustrum species in Brazil. Ararajuba 11(1): 89-99",ncbi,Mimus saturninus,Mimidae,Aves,Passeriformes,Metazoa,ncbi,Ligustrum lucidum,Oleaceae,NA,Lamiales,Viridiplantae,,,,,,
"Western Ghats, India",,"Seed predation and seed removal rates in Myristica dactylodes in southern India T. GANESH Ashoka Trust for Research in Ecology and the Environment (ATREE) 659, 5th A, Main road,Hebbal, Bangalore 560024, India. ",ncbi,Macaca silenus,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Myristica dactylodes,Primulaceae,NA,Ericales,Viridiplantae,,,,,,
"Western Ghats, India",,"Seed predation and seed removal rates in Myristica dactylodes in southern India T. GANESH Ashoka Trust for Research in Ecology and the Environment (ATREE) 659, 5th A, Main road,Hebbal, Bangalore 560024, India. ",ncbi,Platacanthomys lasiurus,Vespertilionidae,Mammalia,Chiroptera,Metazoa,ncbi,Myristica dactylodes,Primulaceae,NA,Ericales,Viridiplantae,,,,,,
"Western Ghats, India",,"Seed predation and seed removal rates in Myristica dactylodes in southern India T. GANESH Ashoka Trust for Research in Ecology and the Environment (ATREE) 659, 5th A, Main road,Hebbal, Bangalore 560024, India. ",ncbi,Ratufa indica,Sciuridae,Mammalia,Rodentia,Metazoa,ncbi,Myristica dactylodes,Primulaceae,NA,Ericales,Viridiplantae,,,,,,
"Western Ghats, India",,"Seed predation and seed removal rates in Myristica dactylodes in southern India T. GANESH Ashoka Trust for Research in Ecology and the Environment (ATREE) 659, 5th A, Main road,Hebbal, Bangalore 560024, India. ",ncbi,Semnopithecus johnii,Cercopithecidae,Mammalia,Primates,Metazoa,ncbi,Myristica dactylodes,Primulaceae,NA,Ericales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Anacardium occidentale,Anacardiaceae,NA,Sapindales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Borasuss flabelifer ,Arecaceae,NA,Arecales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Calophyllum inophyllum,Calophyllaceae,NA,Malpighiales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Carcia papaya,Caricaceae,NA,Brassicales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Eugenia jambolana,Myrtaceae,NA,Myrtales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Ficus,Moraceae,NA,Rosales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Madhuca indica,Sapotaceae,NA,Ericales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Mangifera indica,Anacardiaceae,NA,Sapindales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Murraya koenigi,NA,NA,NA,NA,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Nerium indicum,Apocynaceae,NA,Gentianales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Phoenix dactylifera,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Pithecellobium dulce,Fabaceae,NA,Fabales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Polyalthia longifolia,Annonaceae,NA,Magnoliales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Prosopis juliflora,Fabaceae,NA,Fabales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Psidium guajava,Myrtaceae,NA,Myrtales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Tamarindus indica,Fabaceae,NA,Fabales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Terminalia arjuna,Combretaceae,NA,Myrtales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Terminallia cattappa,Combretaceae,NA,Myrtales,Viridiplantae,,,,,,
"Tamil Nadu, India",,"Senthilkumar, K. Marimuthi, G. 2012. Tree Roosting Fruit Bats (Chiroptera:Pteropodidae9 in Southern Tamil Nadu. International Jounral AppliedBioResearch. _",ncbi,Pteropus giganteus,Pteropodidae,Mammalia,Chiroptera,Metazoa,ncbi,Ziziphus,Rhamnaceae,NA,Rosales,Viridiplantae,,,,,,
Madagascar,,"Shapcott, A. Rakotoarnivo, M. Smith, R. Lysakova, G. Fay, M. Dransfield. J. 2007. Can we bring Madagascar's critically endagered palms back from the brink? Genetics, ecology and conservation of the critically endangerend palm. Beccariophoenix madagascariensis. Botanical Journal of the Linnean Society. 154. 589-608",ncbi,Alectroenas madagascariensis,Columbidae,Aves,Columbiformes,Metazoa,ncbi,Beccariophoenix alfredi,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
Madagascar,,"Shapcott, A. Rakotoarnivo, M. Smith, R. Lysakova, G. Fay, M. Dransfield. J. 2007. Can we bring Madagascar's critically endagered palms back from the brink? Genetics, ecology and conservation of the critically endangerend palm. Beccariophoenix madagascariensis. Botanical Journal of the Linnean Society. 154. 589-608",ncbi,black lemurs,Lemuridae,Mammalia,Primates,Metazoa,ncbi,Beccariophoenix madagascariensis,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
Madagascar,,"Shapcott, A. Rakotoarnivo, M. Smith, R. Lysakova, G. Fay, M. Dransfield. J. 2007. Can we bring Madagascar's critically endagered palms back from the brink? Genetics, ecology and conservation of the critically endangerend palm. Beccariophoenix madagascariensis. Botanical Journal of the Linnean Society. 154. 589-608",ncbi,Eiodolon dupreanum,NA,NA,NA,NA,ncbi,Beccariophoenix madagascariensis,Arecaceae,Liliopsida,Arecales,Viridiplantae,,,,,,
