sourceTaxonId	sourceTaxonName	interactionTypeId	InteractionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Iole propinqua	RO:0002470	eats		Schefflera heptaphylla		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Slonea sigun		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Symplococos cochinchinensis		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Iole propinqua	RO:0002470	eats		Viburnum cylindricum		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Irena puella	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Irena puella	RO:0002470	eats		Cinnamomum camphora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Irena puella	RO:0002470	eats		Dendrocnide stimulans		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Irena puella	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Irena puella	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Irena puella	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Irena puella	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Irena puella	RO:0002470	eats		Litsea monopetala		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Irena puella	RO:0002470	eats		Mastixia pentandra		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Irena puella	RO:0002470	eats		Schefflera heptaphylla		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Irena puella	RO:0002470	eats		Slonea sigun		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Irena puella	RO:0002470	eats		Symplococos cochinchinensis		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Loriculus vernalis	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Macronus gularis	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Macronus gularis	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Macronus gularis	RO:0002470	eats		Schefflera heptaphylla		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Macronus gularis	RO:0002470	eats		Viburnum cylindricum		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Macropygia unchall	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Macropygia unchall	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	mountain imperial pigeon	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Moustached barbet	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Oriental pied hornbill	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Oriental pied hornbill	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Oriolus chinensis	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pericrocotus cantonensis	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pericrocotus cantonensis	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pomatorhinus schisticeps	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pomatorhinus schisticeps	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pomatorhinus schisticeps	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon duvaucelii	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon duvaucelii	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon duvaucelii	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Adinandra integerrima		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Bridelia insulana		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Cinnamomum camphora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Dendrocnide stimulans		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Litsea monopetala		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Mastixia pentandra		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Rhus rhetsoides		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Schefflera heptaphylla		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Slonea sigun		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon faiostrictus	RO:0002470	eats		Symplococos cochinchinensis		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon incognitus	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon incognitus	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon incognitus	RO:0002470	eats		Gironniera nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Psilopogon incognitus	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pycnonotus atriceps	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pycnonotus atriceps	RO:0002470	eats		Eurya nitida		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pycnonotus atriceps	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pycnonotus finlaysoni	RO:0002470	eats		Aidia densiflora		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pycnonotus finlaysoni	RO:0002470	eats		Ficus nervosa		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pycnonotus finlaysoni	RO:0002470	eats		Ilex chevalieri		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pycnonotus finlaysoni	RO:0002470	eats		Rhus rhetsoides		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pycnonotus finlaysoni	RO:0002470	eats		Saurauia roxburghii		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
	Pycnonotus finlaysoni	RO:0002470	eats		Symplocus cochinensis		"Mo Singto, Thailand"				10.1111/j.1749-4877.2011.00244.x.	"Sankamenthawee, W. Pierce, A. Gale, G. Hardesty, B. 2011. Plant frugivore interactions in an intact tropical forest in tnorth east Thailand.  Integrative Zoology: 6: 195-212."
